,시군구명,도로명(가로)명,설치위치,설치지점,주소좌표,lat,lng
202,강남구,언주로,올리브영 세관사거리점,도로변(횡단보도 포함),서울시 강남구 학동로235 영일빌딩,37.5155803629301,127.035011566563
203,강남구,언주로,포스코주택전시관,"정류소(버스, 택시 등)",서울시 강남구 언주로 832,37.5246039062427,127.033780325868
204,강남구,언주로,강남지인병원,도로변(횡단보도 포함),서울 강남구 언주로 631,37.5127908498374,127.035028360898
205,강남구,언주로,강남 YMCA(논현동225-6),"정류소(버스, 택시 등)",서울 강남구 언주로 615,37.5106397134921,127.036186123171
206,강남구,언주로,스포월드,"정류소(버스, 택시 등)",서울 강남구 언주로98길 14,37.5048440320759,127.042824150655
207,강남구,언주로,르노삼성자동차 강남지점,도로변(횡단보도 포함),서울 강남구 언주로 551,37.5069931349393,127.03965450213
208,강남구,언주로,영동전화국,"정류소(버스, 택시 등)",서울 강남구 언주로98길 5,37.5051770065812,127.042175840233
209,강남구,언주로,역삼 2번지하보도(테헤란로301),기타(지하보도 앞),서울 강남구 테헤란로 301,37.5031256356337,127.043068810036
210,강남구,언주로,서울 전통 육개장,"정류소(버스, 택시 등)",서울 강남구 언주로 516,37.5047682587487,127.042068507617
211,강남구,언주로,LGU+ K버스정류장 IDC논현센터,"정류소(버스, 택시 등)",서울 강남구 언주로 616,37.5110466302839,127.036983945101
212,강남구,언주로,임페리얼 팔레스,"정류소(버스, 택시 등)",서울시 강남구 언주로 640,37.5140981298028,127.03588476883
213,강남구,언주로,세븐일레븐 논현2호점,"정류소(버스, 택시 등)",서울특별시 강남구 논현동 106-7,37.5172806977575,127.035743766988
214,강남구,언주로,두산타워,도로변(횡단보도 포함),서울 강남구 언주로 726,37.5193816410498,127.035197500084
215,강남구,언주로,아크로갤러리,"정류소(버스, 택시 등)",서울특별시 강남구 언주로 812,37.5229623432028,127.033873478875
216,강남구,언주로,윤당 아트홀,"정류소(버스, 택시 등)",서울 강남구 언주로 844,37.5256551200052,127.033729778984
217,강남구,언주로,현대아파트 92동앞,"정류소(버스, 택시 등)",서울 강남구 압구정로 309,37.5319211463698,127.035538506088
218,강남구,선릉로,국대떡볶이 압구정로데오점,"정류소(버스, 택시 등)",서울 강남구 선릉로 815,37.5248658226122,127.03932763326
219,강남구,선릉로,LGU+ 강남구청역점,"정류소(버스, 택시 등)",서울 강남구 선릉로 635 1층,37.5131552963504,127.042473056628
220,강남구,선릉로,KS병원,"정류소(버스, 택시 등)",서울 강남구 선릉로 571,37.5093181916322,127.04394417081
221,강남구,선릉로,선릉역7번출구,지하철역 입구,서울 강남구 역삼동 802-31,37.503582870501,127.049352631759
222,강남구,선릉로,선릉역8번출구,지하철역 입구,서울 강남구 삼성동 141-36,37.5049620806574,127.049037320168
223,강남구,선릉로,아크로텔,"정류소(버스, 택시 등)",서울 강남구 선릉로 524,37.5066550675471,127.04838618187
225,강남구,선릉로,건우한의원,"정류소(버스, 택시 등)",서울 강남구 선릉로 630,37.5128283424352,127.0431622705
226,강남구,선릉로,나래(한미르빌딩),도로변(횡단보도 포함),서울 강남구 선릉로 646,37.5141959676131,127.04269059333
227,강남구,선릉로,도시빌딩,"정류소(버스, 택시 등)",서울 강남구 선릉로 714,37.5186279812865,127.040974181238
228,강남구,선릉로,영동고교입구,"정류소(버스, 택시 등)",서울 강남구 선릉로 742,37.5213890143821,127.043739258782
229,강남구,선릉로,버거킹 청담점,"정류소(버스, 택시 등)",서울 강남구 선릉로 812,37.5243049058338,127.039724864606
230,강남구,선릉로,Tag Heuer,도로변(횡단보도 포함),서울 강남구 선릉로 828,37.5258358967758,127.040233736972
231,강남구,삼성로,청담성모치과,"정류소(버스, 택시 등)",서울 강남구 삼성로 767,37.5231058206903,127.047607421322
232,강남구,삼성로,청기와 아트갤러리,도로변(횡단보도 포함),서울 강남구 삼성로 755,37.5222713073295,127.048064135117
233,강남구,삼성로,피카소 라운지,도로변(횡단보도 포함),서울 강남구 삼성로148길 10,37.523710792146,127.048619033608
234,강남구,삼성로,설빙 청담공원점,"정류소(버스, 택시 등)",서울특별시 강남구 삼성로 725,37.5202181388946,127.049070378982
235,강남구,삼성로,청담역8번 출구,지하철역 입구,서울 강남구 청담동 77-72,37.5196132174516,127.049688292412
236,강남구,삼성로,상아아파트 2동앞(학동로446),"정류소(버스, 택시 등)",서울 강남구 학동로 445,37.51909256106,127.049609103629
237,강남구,삼성로,노브랜드 강남삼성점,도로변(횡단보도 포함),서울 강남구 삼성로 633,37.5162938562313,127.051107823804
238,강남구,삼성로,센트럴 아이파크 304동 앞,"정류소(버스, 택시 등)",서울 강남구 삼성로 629,37.5157864094542,127.051319226082
239,강남구,삼성로,BK타워,도로변(횡단보도 포함),서울 강남구 삼성로 547,37.510349645955,127.054373755707
240,강남구,삼성로,삼성주유소,"정류소(버스, 택시 등)",서울 강남구 삼성로 563,37.5118848636563,127.053592956974
241,강남구,삼성로,리칭,도로변(횡단보도 포함),서울 강남구 삼성로 520,37.5087063025885,127.055920148494
242,강남구,삼성로,홈플러스 익스프레스 삼성2점,"정류소(버스, 택시 등)",서울 강남구 삼성로 548,37.5106173003053,127.055030980435
243,강남구,삼성로,강남구도시관리공단,"정류소(버스, 택시 등)",서울 강남구 삼성로 628,37.5159106576619,127.05214255205
244,강남구,삼성로,청담역6번 출구,지하철역 입구,서울 강남구 삼성동 52,37.5185913044802,127.050736781103
245,강남구,삼성로,청담역9번 출구,지하철역 입구,서울 강남구 청담동 76-4,37.5193631879583,127.050329397246
246,강남구,삼성로,아베뉴 주노,"정류소(버스, 택시 등)",서울 강남구 삼성로 740,37.5215106716182,127.049396790769
248,강남구,삼성로,토담골,"정류소(버스, 택시 등)",서울 강남구 삼성로 766,37.5232603701912,127.048205836123
250,강남구,영동대로,리버뷰오피스텔,"정류소(버스, 택시 등)",서울 강남구 영동대로 721,37.5222044378823,127.055304876582
252,강남구,영동대로,대신증권 청담WM센터,"정류소(버스, 택시 등)",서울 강남구 영동대로 707,37.52070730022,127.055945732383
253,강남구,영동대로,청담역13번 출구,지하철역 입구,서울 강남구 청담동 77-4,37.5231994821198,127.055353915283
255,강남구,영동대로,청담역2번출구,지하철역 입구,서울 강남구 영동대로 647,37.5196502832593,127.056618794604
257,강남구,영동대로,동남철물,"정류소(버스, 택시 등)",서울 강남구 영동대로 613,37.51490245678,127.059349918578
260,강남구,영동대로,무역센터 위 (공항버스정류장 인근),"정류소(버스, 택시 등)",서울 강남구 테헤란로 521,37.5091916919873,127.06080691987
262,강남구,영동대로,무역센터,도로변(횡단보도 포함),서울 강남구 영동대로 513,37.5118239121138,127.059159043842
264,강남구,영동대로,인터콘티넨탈호텔,"정류소(버스, 택시 등)",서울 강남구 테헤란로 521,37.5091916919873,127.06080691987
265,강남구,영동대로,삼성역6번 출구,지하철역 입구,서울 강남구 삼성동 111-8,37.5144631096533,127.060097689629
266,강남구,영동대로,삼성역7번 출구,지하철역 입구,서울 강남구 삼성동 111-8,37.5144631096533,127.060097689629
267,강남구,영동대로,한국산업은행 강남지점,"정류소(버스, 택시 등)",서울 강남구 영동대로 421,37.5070012666657,127.063532101209
268,강남구,영동대로,한전앞,도로변(횡단보도 포함),서울 강남구 영동대로 512,37.5119301513635,127.064640208972
269,강남구,영동대로,GM대우,"정류소(버스, 택시 등)",서울 강남구 영동대로 340,37.5050645594386,127.065830066204
270,강남구,영동대로,청담역1번출구,지하철역 입구,서울 강남구 삼성동 111-8,37.5144631096533,127.060097689629
271,강남구,영동대로,청담역14번 출구,지하철역 입구,서울 강남구 청담동 77-4,37.5231994821198,127.055353915283
272,강남구,영동대로,우리은행 청담동금융센터,"정류소(버스, 택시 등)",서울 강남구 영동대로 708,37.5210573099478,127.057137388102
273,강남구,영동대로,국민은행 청담영동지점,도로변(횡단보도 포함),서울 강남구 영동대로 720,37.5221876728793,127.056460869043
274,강남구,영동대로,영동낙지(제일정형외과),"정류소(버스, 택시 등)",서울 강남구 영동대로 726,37.522820779835,127.05614063947
275,강남구,아셈길,미켈란(삼성동 147-2),도로변(횡단보도 포함),서울 강남구 봉은사로 516,37.5132365165484,127.055995805325
276,강남구,아셈길,한국촌(삼성동 153-29),도로변(횡단보도 포함),서울시 강남구 테헤란로87길 57,37.5112868015958,127.05719113004
277,강남구,아셈길,심스빌딩,도로변(횡단보도 포함),서울 강남구 테헤란로87길 39,37.5103399869121,127.057642715348
278,강남구,아셈길,K타워(삼성동 158-23),도로변(횡단보도 포함),서울 강남구 테헤란로 513,37.5080254127631,127.058887768814
279,강남구,아셈길,세븐럭카지노,도로변(횡단보도 포함),서울 강남구 테헤란로87길 58,37.51201518432,127.057539718301
280,강남구,무동도길(봉은사로114길~테헤란로113길),서울의료원,"정류소(버스, 택시 등)",서울 강남구 봉은사로114길 43,37.5130360953718,127.066654847077
281,강남구,무동도길(봉은사로114길~테헤란로113길),서울의료원,도로변(횡단보도 포함),서울 강남구 봉은사로114길 43,37.5130360953718,127.066654847077
282,강남구,무동도길(봉은사로114길~테헤란로113길),현대오트론,도로변(횡단보도 포함),서울 강남구 테헤란로113길 12,37.5112929933603,127.066529558312
283,동작구청,노량진로 ,24길2번지 (버스정류장 ID:20-157),버스정류장 옆,서울 동작구 노량진로24길 2,37.5123882888939,126.953050212118
284,동작구청,노량진로 ,248번지(노들지구대 앞),가로변,서울 동작구 노량진로 248,37.5124023060832,126.95363712242
285,동작구청,노량진로 ,노들역 (버스정류장 ID:20-014),중앙차로 버스정류장,서울 동작구 노량진로 226,37.5124907767838,126.950940788348
286,동작구청,노량진로 ,224번지(노량진우체국),가로변,서울 동작구 노량진로 224,37.5124653315282,126.950635864714
287,동작구청,노량진로 ,노들역 (버스정류장 ID:20-013),중앙차로 버스정류장,서울 동작구 노량진로 212,37.5126230722522,126.949510669047
288,동작구청,장승배기로,동작구청앞 버스정류장 (버스정류장 ID:20-944),가로변,서울 동작구 국사봉길 42,37.4976797593691,126.929979565498
289,동작구청,노량진로 ,191(사육신묘앞),가로변,서울 동작구 노량진로 191,37.5134579901091,126.949411135441
290,동작구청,노량진로 ,16길 33번지,가로변,서울 동작구 노량진로 16길 33,37.5120589843523,126.944173491907
291,동작구청,노량진로 ,223번지,가로변,서울 동작구 노량진로 223,37.5129688777494,126.95079196306
292,동작구청,만양로 ,112번지(다이소 앞),가로변,서울 동작구 만양로 112,37.5133362743662,126.944421042599
293,동작구청,만양로 ,노량진동 116-2(한성주창장앞),가로변,서울 동작구 만양로 112,37.5133362743662,126.944421042599
294,동작구청,장승배기로,143-1번지,가로변,서울 동작구 장승배기로 143-1,37.510448166056,126.939943080504
295,동작구청,장승배기로,102(나이스가이 헤어숍),가로변,서울 동작구 장승배기로 102,37.5067311822787,126.939984286038
296,동작구청,노량진로 ,124번지,가로변,서울 동작구 노량진로 124,37.5132730094169,126.939619133262
297,동작구청,장승배기로,160(노량진초등학교 앞),가로변,서울 동작구 장승배기로 160,37.5117503817584,126.940824161201
298,동작구청,장승배기로,128번지(기업은행 앞),가로변,서울 동작구 장승배기로 128,37.508948938711,126.940744146813
299,동작구청,노량진로 ,노량진로 152-1(해박난치과),가로변,서울 동작구 노량진로 152-1,37.5134559023022,126.942857209421
300,동작구청,상도로,53길39번지 (버스정류장 ID:20-244),마을버스정류장 옆,서울 동작구 상도로53길 41,37.5008491297434,126.953537169687
301,동작구청,양녕로,268번지,가로변,서울 동작구 양녕로 268,37.5034996666046,126.948856226166
302,동작구청,서달로,1길17 동양아파트 (버스정류장 ID:20-917),가로변,서울 동작구 서달로 61,37.4996080719196,126.960164163732
303,동작구청,상도로,봉현초등학교 (버스정류장 ID:20-167),버스정류장 옆,서울 관악구 성현로 117,37.491216536649,126.955351906576
304,동작구청,상도로,383-1 번지,가로변,서울 동작구 상도로 383-1,37.4949365522371,126.955186627899
305,동작구청,신대방1가길,357번지 (버스정류장 ID:20-165),가로변,서울 동작구 상도로 364-1,37.4960741124988,126.95342455659
306,동작구청,사당로,22번지 (버스정류장 ID:20-169),버스정류장 옆,서울 동작구 사당로 24-1,37.4950715243841,126.957132578501
307,동작구청,상도로,352번지,가로변,서울 동작구 상도로 352,37.4969894833049,126.952614412075
308,동작구청,상도로,267(상도역3번출구 옆),가로변,서울 동작구 상도로 267,37.5035799745429,126.947686429708
309,동작구청,만양로 ,6번지(백두공인중개사),가로변,서울 동작구 만양로 6,37.5049818982281,126.946788478219
310,동작구청,사당로,숭실대별관앞 (버스정류장 ID:20-172),버스정류장 옆,서울 동작구 서달로 4,37.4951021370683,126.961243213077
311,동작구청,상도로,134번지,가로변,서울 동작구 상도로 134,37.5020250835451,126.934776064848
312,동작구청,양녕로,269-1번지,가로변,서울 동작구 양녕로 269-1,37.5040397881991,126.948784268148
313,동작구청,상도로,156번지,가로변,서울 동작구 상도로 156,37.5032147747815,126.93660297555
314,동작구청,장승배기로,73번지(상도치안센타 옆),마을버스정류장 옆,서울 동작구 장승배기로 73,37.504162062481,126.939116296001
315,동작구청,장승배기로,78번지,가로변,서울 동작구 장승배기로 78,37.5046058301074,126.939510868792
316,동작구청,상도로,147번지,가로변,서울 동작구 상도로 78,37.4995449770673,126.929148090508
317,동작구청,상도로,181번지,가로변,서울 동작구 상도로 181,37.5049579530291,126.938830531935
318,동작구청,상도로,동작보건소 (버스정류장 ID:20-153),버스정류장 옆,서울 동작구 상도로 207,37.5055712636346,126.941856308051
319,동작구청,양녕로,경향렉스빌 (버스정류장 ID:20-222),마을버스정류장 옆,서울 동작구 양녕로 167,37.4970302317348,126.941963350242
320,동작구청,상도로,94번지(주작나무 한의원 앞),가로변,서울 동작구 상도로 94,37.4997629442808,126.931152504462
321,동작구청,보라매로,104번지(왕세숫대야냉면),가로변,서울 동작구 보라매로 104,37.4984338927176,126.928312294739
322,동작구청,보라매로,101번지(삼거리 왕만두),가로변,서울 동작구 보라매로 101,37.4983280150692,126.927852810074
323,동작구청,상도로,서울공업고등학교 (버스정류장 ID:20-144),버스정류장 옆,서울 동작구 상도로 5,37.500311846004,126.921217264275
324,동작구청,상도로,16번지,가로변,서울 동작구 상도로 16,37.4997180911254,126.922317793345
325,동작구청,여의대방로,강남중학교 (버스정류장 ID: 20-006),버스 중앙차로,서울 동작구 여의대방로 188-1,37.5037027678656,126.922012831854
326,동작구청,여의대방로,22번지 우성아파트 (버스정류장 ID:20-927),마을버스정류장 옆,서울 동작구 여의대방로 8,37.493103626852,126.910601498561
327,동작구청,여의대방로,교수아파트 (버스정류장 ID:20-928),버스정류장 옆,서울 동작구 여의대방로10길 14,37.4963277625254,126.913963489025
328,동작구청,신대방2길,2-5 (버스정류장 ID:20-207),마을버스정류장 옆,서울 동작구 신대방동 702-9,37.4868549952766,126.911605655183
329,동작구청,알마타길,6번지 (버스정류장 ID:20-107),가로변,서울 동작구 알마타길 6,37.5098570948466,126.924954157932
330,동작구청,여의대방로,동작상떼빌아파트 (버스정류장 ID:20-001),버스 중앙차로,서울 동작구 시흥대로 606,37.4864917793931,126.905526238207
331,동작구청,등용로,123번지(대방할인마트 앞),가로변,서울 동작구 등용로 123,37.5121047023008,126.931723562035
332,동작구청,노량진로 ,현대아파트 (버스정류장 ID:20-007),버스중앙차로,서울 동작구 노량진로 48,37.5130094844936,126.931092493219
333,동작구청,노량진로 ,현대아파트유한양행 (버스정류장 ID:20-008),버스중앙차로,서울 동작구 노량진로 53,37.5139402796184,126.934358385622
334,동작구청,등용로,40번지 (버스정류장 ID:20-593),마을버스정류장 옆,서울 동작구 등용로 40-2,37.5058507915819,126.934358909486
335,동작구청,서달로,15길 8-12(흑석역4번출구),지하철 9호선 옆,서울 동작구 흑석동 4,37.5085022297878,126.964009105551
336,동작구청,현충로,124번지(조선일보뉴지엄),가로변,서울 동작구 현충로 124,37.5062929786162,126.967145499669
337,동작구청,현충로2길,흑석동 효사정 앞 (버스정류장 ID:20-123),버스정류장 옆,서울 동작구 현충로2길 4,37.511479362192,126.960449784412
338,동작구청,현충로,108번지,가로변,서울 동작구 현충로 108,37.5073577215911,126.965342320749
339,동작구청,현충로2길,동작실버센터입구 (버스정류장 ID:20-251),버스정류장 옆,서울특별시 동작구 현충로 4,37.5130728622796,126.956557416865
340,동작구청,현충로2길,4번지 효사정 앞 (버스정류장 ID:20-124),버스정류장 옆,서울 동작구 현충로2길 4,37.511479362192,126.960449784412
341,동작구청,현충로,151번지 (버스정류장 ID:20-130),버스정류장 옆,서울 동작구 현충로 151,37.5067786538055,126.968934187019
342,동작구청,현충로,111번지 (버스정류장 ID:20-127), 버스정류장 옆,서울 동작구 현충로 105,37.507837224093,126.965608452953
343,동작구청,서달로,158번지,가로변,서울 동작구 서달로 158,37.5070676669922,126.962330368282
344,동작구청,동작대로,경문고등학교 (버스정류장 ID:22-031),중앙차로,서울 서초구 동작대로 156,37.4904077123141,126.98303216796
346,동작구청,동작대로,경문고교 배나무골앞 (버스정류장 ID:20-017),중앙차로,서울 서초구 동작대로 164,37.491287820272,126.983058768001
347,동작구청,동작대로,171번지(경문고앞),가로변,서울 동작구 동작대로 171,37.4934188575707,126.982273400501
348,동작구청,동작대로,정금마을 (버스정류장 ID:22-033),중앙차로,서울 서초구 동작대로 188,37.4933007657045,126.983093933396
349,동작구청,동작대로,정금마을 방배경찰서 (버스정류장 ID:20-016),중앙차로,서울 강남구 강남대로 574,37.5131026155616,127.020859407074
350,동작구청,동작대로,235번지 깨마을 (버스정류장 ID:20-015),버스 중앙차로,서울 동작구 동작대로 235,37.4977453562542,126.9831927866
352,동작구청,동작대로,239번지,가로변,서울 동작구 동작대로 239,37.4981665152396,126.983394891506
353,동작구청,동작동,국립현충원( (버스정류장 ID:20-133),버스정류장 옆,서울 동작구 동작동 193,37.5017705529643,126.976562075073
354,동작구청,동작동,국립현충원( (버스정류장 ID:20-134),버스정류장 옆,서울 동작구 현충로 지하 220,37.5030670046351,126.977937122017
355,동작구청,동작대로,남성시장 (버스정류장 ID:20-018),버스중앙차로,서울 동작구 동작대로 135,37.4887034791074,126.981970010334
356,동작구청,동작대로,남성시장 (버스정류장 ID:22-029),버스중앙차로,서울 서초구 동광로12가길 42,37.4875183878328,126.982600664877
357,동작구청,동작대로,101번지(다비치안경 앞),가로변,서울 동작구 동작대로 101,37.4856677572934,126.981674840914
358,동작구청,동작대로  ,121번지(미샤 앞),가로변,서울 동작구 동작대로 121,37.4874798935188,126.981860173505
359,동작구청,사당로,23길2(세븐일레븐 앞),가로변,서울 동작구 사당로23길 2,37.4841921572999,126.977405497956
360,동작구청,사당로,사당시장 (버스정류장 ID:20-180),버스정류장 옆,서울 동작구 사당로 227,37.4837584335129,126.973199153326
361,동작구청,사당로,남성역 (버스정류장 ID:20-178),버스정류장 옆,서울 동작구 사당로13길 31,37.4858029952773,126.971254780365
362,동작구청,사당로,300번지 (버스정류장 ID: 20-184),버스정류장 옆,서울 동작구 사당로 300,37.4843790909712,126.980281616349
363,동작구청,사당로,254번지 (버스정류장 ID:20-252),버스정류장 옆,서울특별시 동작구 사당로 258,37.4833505953319,126.97638206522
364,동작구청,사당로,138(사당지구대 앞),가로변,서울 동작구 사당로 138,37.4889590965664,126.965702592777
365,동작구청,동작대로,19(한국전력 앞),지하철 옆,서울 동작구 동작대로 19,37.4783088342982,126.980958500451
366,동작구청,동작대로,27번지(IBK기업은행 앞),가로변,서울 동작구 동작대로 27,37.4789232785367,126.981245737597
367,동작구청,동작대로,67번지(더본병원 앞),가로변,서울 동작구 동작대로 67,37.4825469938281,126.981480681968
368,동작구청,동작대로,방배노인복지관  (버스정류장 ID: 20-020),버스 중앙차로,서울 동작구 동작대로 43,37.4804179959561,126.981456221124
369,동작구청,동작대로,이수역 (버스정류장 ID:20-027),버스정류장 옆,서울 서초구 동작대로 68,37.4825822650678,126.982342216088
370,동작구청,동작대로,사당동우체국앞 (버스정류장 ID:20-019),가로변,서울 동작구 동작대로 75,37.4833790644455,126.981411054955
371,동작구청,남부순환로,천수공원앞(사당역7번출구),가로변,서울 동작구 사당동 1043-16,37.4769166258133,126.98115466465
372,동작구청,남부순환로,2019번지,가로변,서울 동작구 남부순환로 2019,37.4762497374669,126.9729965292
373,동작구청,남부순환로,2069번지,가로변,서울 동작구 남부순환로 2069,37.4769346034304,126.978777907949
374,동작구청,흑석로,106-5 번지,가로변,서울 동작구 흑석로 106-5,37.507891625309,126.961459298755
375,동작구청,흑석로,108(신한은행) (버스정류장 ID:20194),버스정류장 옆,서울 동작구 흑석로 108,37.5080448485124,126.961343856195
376,동작구청,노량진로,114-5(올리브 영),가로변,서울 동작구 노량진로 114,37.5130113794472,126.938612219414
377,동작구청,만양로,만양로3길20 신동아리버파크,가로변,서울 동작구 만양로3길 20,37.5082107065725,126.946118884633
378,동작구청,노량진로,노들역앞 정류장 (버스정류장 ID:20-247),버스정류장 옆,서울 동작구 노량진로 247,37.5145306282857,126.952430150008
379,동작구청,만양로,강남교회 앞 정류장 (버스정류장 ID:20-819),버스정류장 옆,서울 동작구 만양로 76,37.5103264276039,126.945101453074
380,동작구청,노량진로,노량진역앞 7번출구,지하철역 앞,서울 동작구 노량진동 60-11,37.5135851365497,126.940904491209
381,동작구청,노량진로,노량진로 223 (버스정류장 ID:20-121),가로변,서울 동작구 노량진로 225,37.5129529219898,126.950989462114
382,동작구청,사당로,사당로 285(이디야 커피숍 앞),가로변,서울 동작구 사당로 285,37.4846491148735,126.979182539226
383,동작구청,남부순환로,태평백화점 앞,가로변,서울특별시 동작구 동작대로 115,37.4868763682082,126.981665160901
384,동작구청,남부순환로,남부순환로 2057(다이소 앞),가로변,서울 동작구 남부순환로 2057,37.4769344303083,126.977359747922
385,동작구청,사당로,총신대 (버스정류장 ID:20-174),버스정류장 옆,서울 동작구 사당로 138,37.4889590965664,126.965702592777
386,동작구청,사당로,172번지(새마을금고 앞),가로변,서울 동작구 사당로 172,37.4864961772848,126.967897149284
387,동작구청,사당로,남성초등학교 (버스정류장 ID:20-496),버스정류장 옆,서울 동작구 사당로 261,37.4838075348371,126.976573114653
388,동작구청,사당로,194 (버스정류장 ID:20-600),버스정류장 옆,서울 동작구 사당로 192,37.485168161281,126.969522946282
389,동작구청,대림로,대림로 14 (버스정류장 ID:20-208),버스정류장 옆,서울 동작구 대림로 12-1,37.4874597843117,126.91176979963
390,동작구청,등용로,등용로 96 (버스정류장 ID:20-106),버스정류장 옆,서울 동작구 여의대방로44길 10,37.5073612178503,126.926090830361
391,동작구청,시흥대로,658(올리브 영 앞),가로변,서울 동작구 시흥대로 658,37.4903749716012,126.908076731256
392,동작구청,여의대방로,126,가로변,서울 동작구 여의대방로 126,37.4981397079382,126.920555387592
393,동작구청,양녕로,177번지 (버스정류장 ID:20-892),마을버스정류장 옆,서울 동작구 양녕로 177,37.4971522497036,126.942932623108
394,동작구청,상도로,상도로 357 (버스정류장 ID:20-166),버스정류장 옆,서울 동작구 상도로 357,37.4969397553084,126.953540835787
396,동작구청,상도로,중앙하이츠빌 아파트 (버스정류장 ID:20-162),버스정류장 옆,서울 동작구 상도동 462-1,37.498719911033,126.950958506618
397,동작구청,상도로,상도시장 (버스정류장 ID:20-160),버스정류장 옆,서울 동작구 상도로 290,37.50168114964,126.948608776949
398,동작구청,장승배기로,16-1번지,가로변,서울 동작구 장승배기로 16-1,37.5000021993703,126.94288476605
399,강남구,강남대로,"양재역 3,4번출구사이",도로변(횡단보도 포함),서울 강남구 도곡동 958-3,37.4846070106076,127.035036341845
400,강남구,강남대로,도곡동 949-3,도로변(횡단보도 포함),서울 강남구 강남대로 262,37.4869603647052,127.033445189741
401,강남구,강남대로,역삼동 837,도로변(횡단보도 포함),서울 강남구 강남대로 318,37.4915693683974,127.03118027892
402,강남구,강남대로,역삼동 826-22,"정류소(버스, 택시 등)",서울 강남구 강남대로 368,37.4957283681012,127.02925801079