name,address,lat,lng,category,,
세곡천(세곡1교),서울특별시 강남구 세곡동618 (공중화장실),37.514501 ,127.040981 ,1,,
세곡천(세곡5교),서울특별시 강남구 세곡동526-2 (공중화장실),37.503966 ,127.042910 ,1,,
대치노인복지센터,서울특별시 강남구 역삼로69길 22 (공중화장실),37.503255 ,127.035379 ,1,,
강남시니어플라자 공중화장실,서울특별시 강남구 봉은사로 332 (공중화장실),37.499762 ,127.078659 ,1,,
역삼노인복지센터,서울특별시 강남구 도곡로27길 27 (공중화장실),37.508798 ,127.066445 ,1,,
한국마사회 선릉지사,서울특별시 강남구 테헤란로 416 (공중화장실),37.517968 ,127.047060 ,1,,
에스알,서울특별시 강남구 광평로 281 (공중화장실),37.515911 ,127.052143 ,1,,
한국부동산원,서울특별시 강남구 언주로79길13 (공중화장실),37.493888 ,127.064272 ,1,,
한국토지주택공사,서울특별시 강남구 선릉로121길12 (공중화장실),37.516320 ,127.042315 ,1,,
공무원연금관리공단,서울특별시 강남구 언주로 508 (공중화장실),37.478820 ,127.051659 ,1,,
한국콘텐츠진흥원,서울특별시 강남구 논현로 525 (공중화장실),37.483379 ,127.086483 ,1,,
한국가스안전공사,서울특별시 강남구 남부순환로 3183 (공중화장실),37.488903 ,127.104991 ,1,,
한국에너지기술평가원,서울특별시 강남구 테헤란로 114길14 (공중화장실),37.509367 ,127.067100 ,1,,
강남구청,서울특별시 강남구 학동로 426 (공중화장실),37.508316 ,127.041018 ,1,,
삼성로별관,서울특별시 강남구 삼성로 628 (공중화장실),37.513865 ,127.029322 ,1,,
강남구민회관,서울특별시 강남구 삼성로 154 (공중화장실),37.515204 ,127.033846 ,1,,
강남구보건소,서울특별시 강남구 선릉로 668 (공중화장실),37.514907 ,127.060546 ,1,,
개포4동주민센터,서울특별시 강남구 개포로38길 12 (공중화장실),37.511292 ,127.048075 ,1,,
일원본동주민센터,서울특별시 강남구 광평로 126 (공중화장실),37.520798 ,127.054276 ,1,,
수서동주민센터,서울특별시 강남구 광평로 301-4 (공중화장실),37.518371 ,127.024133 ,1,,
강남 경찰서,서울특별시 강남구 테헤란로 114길11 (공중화장실),37.529347 ,127.035614 ,1,,
역삼지구대,서울특별시 강남구 언주로 108길20 (공중화장실),37.493549 ,127.077144 ,1,,
논현1파출소,서울특별시 강남구 학동로169 (공중화장실),37.491961 ,127.057095 ,1,,
논현2파출소,서울특별시 강남구 학동로227 (공중화장실),37.501333 ,127.043718 ,1,,
삼성1파출소,서울특별시 강남구 영동대로112길 4 (공중화장실),37.479778 ,127.051168 ,1,,
삼성2파출소,서울특별시 강남구 봉은사로 440 (공중화장실),37.492416 ,127.083374 ,1,,
청담파출소,서울특별시 강남구 학동로95길19 (공중화장실),37.465249 ,127.110104 ,1,,
신사파출소,서울특별시 강남구 도산대로 143 (공중화장실),37.465097 ,127.107177 ,1,,
압구정 파출소,서울특별시 강남구 압구정로 311 (공중화장실),37.530617 ,127.030652 ,1,,
수서경찰서,서울특별시 강남구 개포로617 (공중화장실),37.508627 ,127.067415 ,1,,
대치지구대,서울특별시 강남구 남부순환로 2907 (공중화장실),37.492151 ,127.073679 ,1,,
도곡지구대,서울특별시 강남구 언주로426 (공중화장실),37.483426 ,127.047081 ,1,,
개포파출소,서울특별시 강남구 개포로261 (공중화장실),37.477116 ,127.051886 ,1,,
일원파출소,서울특별시 강남구 일원로3길 35 (공중화장실),37.489001 ,127.105281 ,1,,
세곡동공중화장실(기존),서울특별시 강남구 헌릉로 649 (공중화장실),37.473306 ,127.099728 ,1,,
세곡동공중화장실(신설),서울특별시 강남구 헌릉로 621 (공중화장실),37.516972 ,127.022706 ,1,,
압구정동주민센터,서울특별시 강남구 압구정로33길 48 (공중화장실),37.498288 ,127.030103 ,1,,
강남운전면허시험장,서울특별시 강남구 테헤란로114길 23 (공중화장실),37.523539 ,127.038172 ,1,,
일원2동주민센터,서울특별시 강남구 개포로 607 (공중화장실),37.486138 ,127.042416 ,1,,
강남수도사업소,서울특별시 강남구 양재천로 199 (공중화장실),37.519099 ,127.046441 ,1,,
강남구민체육관,서울특별시 강남구 개포로28길 47 (공중화장실),37.527297 ,127.035756 ,1,,
강남스포츠문화센터,서울특별시 강남구 밤고개로1길 52 (공중화장실),37.499955 ,127.066977 ,1,,
못골한옥어린이도서관화장실,서울특별시 강남구 자곡로 7길 3 (공중화장실),37.508490 ,127.026223 ,1,,
국민연금공단,서울특별시 강남구 도산대로 128 (공중화장실),37.510313 ,127.046380 ,1,,
삼성세무서,"서울특별시 강남구 테헤란로 114, 5층,6층 (공중화장실)",37.475817 ,127.052046 ,1,,
압구정노인복지센터,서울특별시 강남구 도산대로53길 5 (공중화장실),37.486322 ,127.036793 ,1,,
매봉산 실내배드민턴장,서울특별시 강남구 남부순환로 2711 (공중화장실),37.499511 ,127.054466 ,1,,
청담평생학습관,서울특별시 강남구 학동로 67길 11 (공중화장실),37.494915 ,127.079318 ,1,,
압구정평생학습관,서울특별시 강남구 언주로 172길 26 (공중화장실),37.493148 ,127.087767 ,1,,
대치평생학습관,서울특별시 강남구 영동대로 57길 7 (공중화장실),37.504956 ,127.068203 ,1,,
논현초교 공영노외주차장,서울특별시 강남대로120길 33 (공중화장실),37.528354 ,127.032639 ,1,,
강남웰에이징센터 공영노외주차장,서울특별시 선릉로108길 27 (공중화장실),37.510279 ,127.066830 ,1,,
포이초교 공영노외주차장,서울특별시 개포로22길87 (공중화장실),37.522143 ,127.036934 ,1,,
언주초교 공영노외주차장,서울특별시 남부순환로363길 19 (공중화장실),37.497130 ,127.042447 ,1,,
도곡초교 공영노외주차장,서울특별시 선릉로64길 33 (공중화장실),37.484927 ,127.092842 ,1,,
대청역 공영노외주차장,서울특별시 개포로623-1 (공중화장실),37.474700 ,127.049895 ,1,,
탄천2호 공영노외주차장,서울특별시 양재대로55길 28 (공중화장실),37.470442 ,127.107195 ,1,,
탄천공영주차장(5번입구 제방위),서울특별시 강남구 역삼로107길 20-28 (공중화장실),37.493584 ,127.078073 ,1,,
탄천주차장,서울특별시 강남구 역삼로107길 20-28 (공중화장실),37.514067 ,127.032532 ,1,,
견인보관소,서울특별시 강남구 역삼로107길 20-28 (공중화장실),37.512065 ,127.026089 ,1,,
국민건강보험공단 강남북부지사,서울특별시 강남구 압구정로 38길 7 (공중화장실),37.486981 ,127.106951 ,1,,
강남소방서,서울특별시 강남구 테헤란로 629 (공중화장실),37.491983 ,127.073467 ,1,,
영동119안전센터,서울특별시 강남구 도산대로 320 (공중화장실),37.526842 ,127.027057 ,1,,
역삼119안전센터,서울특별시 강남구 역삼로 236 (공중화장실),37.523974 ,127.022796 ,1,,
수서119안전센터,서울특별시 강남구 광평로31길 6 (공중화장실),37.517283 ,127.037204 ,1,,
개포119안전센터,서울특별시 강남구 논현로10길 19 (공중화장실),37.493245 ,127.056775 ,1,,
세곡119안전센터,서울특별시 강남구 밤고개로 268 (공중화장실),37.499730 ,127.057850 ,1,,
강남우체국,서울특별시 강남구 개포로 619 (공중화장실),37.495373 ,127.033284 ,1,,
논현동우체국,서울특별시 강남구 학동로 212 (공중화장실),37.495974 ,127.046815 ,1,,
논현노인종합복지관,서울특별시 강남구 강남대로128길 59 (공중화장실),37.471496 ,127.094496 ,1,,
미미위강남세움센터,서울특별시 강남구 광평로60길 22 (공중화장실),37.496499 ,127.032029 ,1,,
강남장애인복지관,서울특별시 강남구 개포로 605 (공중화장실),37.484143 ,127.065350 ,1,,
강남관광정보센터,서울특별시 강남구 압구정로 161 (공중화장실),37.495679 ,127.071912 ,1,,
신사문화센터,서울특별시 강남구 압구정로 128 (공중화장실),37.491855 ,127.088026 ,1,,
논현2문화센터,서울특별시 강남구 학동로 43길 17 (공중화장실),37.490265 ,127.046208 ,1,,
대치1문화센터,서울특별시 강남구 남부순환로 391길 19 (공중화장실),37.490983 ,127.043769 ,1,,
대치4문화센터,서울특별시 강남구 도곡로 77길 23 (공중화장실),37.482613 ,127.066134 ,1,,
역삼1문화센터,서울특별시 강남구 역삼로 7길 16 (공중화장실),37.515490 ,127.025204 ,1,,
역삼2문화센터,서울특별시 강남구 도곡로 43길 25 (공중화장실),37.497594 ,127.036269 ,1,,
자곡문화센터,서울특별시 강남구 자곡로 100 (공중화장실),37.524391 ,127.035117 ,1,,
푸른솔도서관,서울특별시 강남구 테헤란로 8길 36 (공중화장실),37.489571 ,127.057160 ,1,,
힐링센터(개포),서울특별시 강남구 삼성로 3길 39 (공중화장실),37.492580 ,127.082653 ,1,,
세텍,서울특별시 강남구 남부순환로 3104 (공중화장실),37.495583 ,127.078604 ,1,,
일원1동주민센터,서울특별시 강남구 양재대로55길 14 (공중화장실),37.480989 ,127.078079 ,1,,
도곡근린공원 화장실,서울특별시 도곡동 산31-3 (공중화장실),37.489706 ,127.068291 ,1,,
도곡근린공원화장실,서울특별시 도곡동 산179-3 (공중화장실),37.489997 ,127.077453 ,1,,
개포근린공원,서울특별시 강남구 개포동 139 (공중화장실),37.487422 ,127.106323 ,1,,
학동근린공원,서울특별시 강남구 논현동 26 (공중화장실),37.526716 ,127.021477 ,1,,
역삼근린공원화장실,서울특별시 강남구 논현로79길 24 (공중화장실),37.499616 ,127.065915 ,1,,
도산근린공원,서울특별시 강남구 신사동 649-9 (공중화장실),37.495695 ,127.068565 ,1,,
늘벗근린공원,서울특별시 강남구 대치동501 (공중화장실),37.506604 ,127.058665 ,1,,
대청근린공원,서울특별시 강남구 일원동621 (공중화장실),37.506090 ,127.058943 ,1,,
대진근린공원,서울특별시 강남구 개포동 13-1 (공중화장실),37.506844 ,127.059463 ,1,,
한솔근린공원,서울특별시 강남구 일원동 732 (공중화장실),37.506562 ,127.059722 ,1,,
학여울근린공원화장실,서울특별시 개포로 509 (공중화장실),37.507427 ,127.059756 ,1,,
늘푸린근린공원,서울특별시 강남구 일원동690 (공중화장실),37.507591 ,127.060579 ,1,,
탄천근린공원,서울특별시 강남구 수서동722 (공중화장실),37.507905 ,127.061344 ,1,,
신사근린공원,서울특별시 강남구 압구정동422 (공중화장실),37.507028 ,127.061684 ,1,,
은마종합상가,서울특별시 삼성로 212 (개방화장실),37.508038 ,127.062796 ,1,,
은마종합상가 편의동,서울특별시 삼성로 212 (개방화장실),37.507635 ,127.063150 ,1,,
극동교회,서울특별시 삼성로 150 (개방화장실),37.505242 ,127.064346 ,1,,
미도종합상가,서울특별시 삼성로 150 (개방화장실),37.506731 ,127.062387 ,1,,
양지빌딩,서울특별시 테헤란로84길 9 (개방화장실),37.502962 ,127.059802 ,1,,
영광빌딩,서울특별시 테헤란로84길 17 (개방화장실),37.503980 ,127.062344 ,1,,
메트로칸 오피스텔,서울특별시 테헤란로88길 10 (개방화장실),37.501103 ,127.064461 ,1,,
신도빌딩,서울특별시 테헤란로88길 14 (개방화장실),37.499740 ,127.061868 ,1,,
삼흥2빌딩,서울특별시 테헤란로 514 (개방화장실),37.499181 ,127.062988 ,1,,
섬유센터,서울특별시 테헤란로 518 (개방화장실),37.499555 ,127.063898 ,1,,
홍우빌딩,서울특별시 테헤란로 522 (개방화장실),37.500292 ,127.066535 ,1,,
대치3차 아이파크,서울특별시 영동대로85길 20 (개방화장실),37.500049 ,127.067184 ,1,,
글라스타워,서울특별시 테헤란로 534 (개방화장실),37.506584 ,127.065327 ,1,,
세아빌딩,서울특별시 영동대로 429 (개방화장실),37.507124 ,127.066993 ,1,,
기아오토큐 대치점,서울특별시 역삼로 559 (개방화장실),37.502683 ,127.067162 ,1,,
대한민국,서울특별시 영동대로85길17-5 (개방화장실),37.503353 ,127.049876 ,1,,
대치동교회,서울특별시 역삼로84길 8 (개방화장실),37.505098 ,127.052223 ,1,,
신사에스엔지(구 신사제2빌딩),서울특별시 역삼로 542 (개방화장실),37.505145 ,127.052558 ,1,,
동성빌딩 강산애,서울특별시 삼성로64길 51 (개방화장실),37.504402 ,127.053296 ,1,,
서울베다니 교회,서울특별시 삼성로62길 14 (개방화장실),37.505815 ,127.056131 ,1,,
삼성상가,서울특별시 도곡로 516 (개방화장실),37.504599 ,127.056187 ,1,,
명가원,서울특별시 도곡로526 (개방화장실),37.504562 ,127.055232 ,1,,
천주교 서울대교구 대치2동성당,서울특별시 도곡로 540 (개방화장실),37.501426 ,127.059074 ,1,,
은마 주유소,서울특별시 영동대로 235 (개방화장실),37.505602 ,127.049163 ,1,,
코스모타워(KT&G),서울특별시 영동대로 416 (개방화장실),37.505393 ,127.050109 ,1,,
동일타워,서울특별시 테헤란로114길 38 (개방화장실),37.505360 ,127.050387 ,1,,
새마을운동중앙회,서울특별시 영동대로 316 (개방화장실),37.505494 ,127.050863 ,1,,
세한889타워,서울특별시 선릉로 428 (개방화장실),37.505870 ,127.052180 ,1,,
다봉타워빌딩,서울특별시 테헤란로 418 (개방화장실),37.506222 ,127.053060 ,1,,
메이플빌딩,서울특별시 테헤란로 420 (개방화장실),37.507691 ,127.054978 ,1,,
㈜동산빌딩 동산빌딩점,서울특별시 테헤란로 70길 16 (개방화장실),37.507985 ,127.055224 ,1,,
포스코,서울특별시 테헤란로 440 (개방화장실),37.507317 ,127.055632 ,1,,
롯데캐슬상가,서울특별시 삼성로85길 11 (개방화장실),37.467283 ,127.119006 ,1,,
충무성결교회,서울특별시 삼성로85길 25 (개방화장실),37.466557 ,127.119065 ,1,,
센트럴 주유소,서울특별시 삼성로 335 (개방화장실),37.467272 ,127.118743 ,1,,
성원타워,서울특별시 선릉로 514 (개방화장실),37.465951 ,127.109040 ,1,,
이케이타워,서울특별시 테헤란로 407 (개방화장실),37.466419 ,127.109149 ,1,,
동신빌딩,서울특별시 테헤란로 409 (개방화장실),37.467646 ,127.098754 ,1,,
성담빌딩,서울특별시 테헤란로 411 (개방화장실),37.463182 ,127.102956 ,1,,
삼성금융플라자,서울특별시 테헤란로 419 (개방화장실),37.466473 ,127.097795 ,1,,
현대타워,서울특별시 테헤란로 423 (개방화장실),37.474998 ,127.106870 ,1,,
송현빌딩,서울특별시 테헤란로79길 13 (개방화장실),37.474752 ,127.107034 ,1,,
채널리저브,서울특별시 삼성로 517 (개방화장실),37.483534 ,127.104012 ,1,,
제이에스타워,서울특별시 테헤란로79길 6 (개방화장실),37.476489 ,127.105340 ,1,,
㈜광연자동차 운전전문학원,서울특별시 헌릉로733 (개방화장실),37.474870 ,127.103576 ,1,,
GS칼텍스㈜산성주유소,서울특별시 헌릉로 730 (개방화장실),37.474469 ,127.103972 ,1,,
세곡주유소,서울특별시 헌릉로 731 (개방화장실),37.484031 ,127.094990 ,1,,
강남제일교회,서울특별시 헌릉로637길 12 (개방화장실),37.488024 ,127.101845 ,1,,
송파농협 세곡동지점,서울특별시 헌릉로 637길 22 (개방화장실),37.488559 ,127.104471 ,1,,
엔젤리안,서울특별시 헌릉로571길 56-1 (개방화장실),37.485766 ,127.097263 ,1,,
세곡해성빌딩,서울특별시 헌릉로570길 30 (개방화장실),37.516856 ,127.019798 ,1,,
위시존 강남점,서울특별시 헌릉로569길 39-5 (개방화장실),37.522889 ,127.020600 ,1,,
방죽주유소,서울특별시 밤고개로 215 (개방화장실),37.518247 ,127.023714 ,1,,
강남블루지움,서울특별시 밤고개로 219 (개방화장실),37.518866 ,127.025225 ,1,,
자곡주유소,서울특별시 밤고개로 120 (개방화장실),37.525565 ,127.026049 ,1,,
강남복지충전소,서울특별시 밤고개로 200 (개방화장실),37.525830 ,127.026526 ,1,,
강남푸르지오시티1차,서울특별시 자곡로 191 (개방화장실),37.524741 ,127.019644 ,1,,
강남푸르지오시티2차,서울특별시 자곡로 192 (개방화장실),37.524038 ,127.028731 ,1,,
주)중앙에너비스수서지점,서울특별시 광평로 202 (개방화장실),37.525322 ,127.028865 ,1,,
수서현대벤처빌,서울특별시 밤고개로1길 10 (개방화장실),37.502716 ,126.940827 ,1,,
사이룩스오피스텔(동관동),서울특별시 광평로 295 (개방화장실),37.512528 ,126.939942 ,1,,
사이룩스오피스텔(서관동),서울특별시 광평로 295 (개방화장실),37.514531 ,126.952430 ,1,,
동익아파트 상가,서울특별시 광평로39길 3 (개방화장실),37.479136 ,126.981346 ,1,,
신사미타워,서울특별시 강남대로 616 (개방화장실),37.513407 ,126.943958 ,1,,
덕산빌딩,서울특별시 압구정로 108 (개방화장실),37.493472 ,126.956435 ,1,,
제이타워,서울특별시 도산대로 139 (개방화장실),37.483120 ,126.981531 ,1,,
안테룸 호텔,서울특별시 도산대로 153 (개방화장실),37.505067 ,126.943799 ,1,,
극동스포츠빌딩,서울특별시 압구정로 152 (개방화장실),37.506863 ,126.968163 ,1,,
㈜새서울석유,서울특별시 압구정로 154 (개방화장실),37.512301 ,126.941994 ,1,,
미성(아)상가,서울특별시 압구정로 113-22 (개방화장실),37.508517 ,126.937357 ,1,,
압구정빌딩,서울특별시 논현로 842 (개방화장실),37.498101 ,126.953081 ,1,,
ANDAZ(지하층),서울특별시 논현로 854 (개방화장실),37.505468 ,126.942301 ,1,,
동작관악교육지원청,서울특별시 동작구 장승배기로10가길 35 (개방화장실),37.499126 ,126.931404 ,1,,
동작구의회,서울특별시 동작구 장승배기로 161 (공중화장실),37.499375 ,126.941401 ,1,,
간이화장실_노들나루공원,서울특별시 동작구 노량진로 247 (공중화장실),37.505777 ,126.966593 ,1,,
노들나루공원,서울특별시 동작구 노량진로 247 (공중화장실),37.483072 ,126.978773 ,1,,
"간이화장실_현충근린공원(동작동,정금)",서울특별시 동작구 동작대로 29 (공중화장실),37.488712 ,126.979253 ,1,,
"간이화장실_현충근린공원(사당동,상록)",서울특별시 동작구 동작대로 29 (공중화장실),37.484512 ,126.973481 ,1,,
한주실업빌딩(이그잼),서울 동작구 노량진로 162 (개방화장실),37.480976 ,126.971634 ,1,,
현대오일뱅크동작주유소,서울 동작구 상도로 403 (개방화장실),37.485663 ,126.966979 ,1,,
현대오일뱅크사당셀프주유소개방화장실,서울 동작구 동작대로 73 (개방화장실),37.508154 ,126.926323 ,1,,
현대자동차정비,서울 동작구 상도로 226 (개방화장실),37.488945 ,126.910039 ,1,,
블루스톤스포츠,서울시 동작구 현충로 131 (개방화장실),37.498413 ,126.924544 ,1,,
노량진1동주민센터,서울특별시 동작구 장승배기로28길30 (공중화장실),37.488375 ,126.977588 ,1,,
노량진2동 주민센터,서울특별시 동작구 장승배기로19길 48 (공중화장실),37.478888 ,126.973244 ,1,,
상도1동 주민센터,서울특별시 동작구 상도로53길 9 (공중화장실),37.509205 ,126.943432 ,1,,
상도2동주민센터,서울특별시 동작구 상도로 211 (공중화장실),37.503025 ,126.925223 ,1,,
상도3동 주민센터,서울특별시 동작구 성대로2길 11 (공중화장실),37.505714 ,126.933419 ,1,,
상도4동주민센터,서울특별시 동작구 양녕로27길 44 (공중화장실),37.510534 ,126.956890 ,1,,
흑석동 주민센터,서울특별시 동작구 흑석한강로 11 (공중화장실),37.509926 ,126.930425 ,1,,
사당1동 주민센터,서울특별시 동작구 동작대로17길 28 (공중화장실),37.493121 ,126.976876 ,1,,
사당2동 주민센터,서울특별시 동작구 동작대로29길 52 (공중화장실),37.483272 ,126.971454 ,1,,
사당3동 주민센터(임시청사),서울특별시 동작구 사당로17길 31 (공중화장실),37.502498 ,126.949659 ,1,,
사당4동 주민센터,서울특별시 동작구 사당로16아길 6 (공중화장실),37.497982 ,126.922000 ,1,,
사당5동 주민센터,서울특별시 동작구 사당로2가길 219 (공중화장실),37.492433 ,126.936978 ,1,,
대방동주민센터,서울특별시 동작구 여의대방로44길 20 (공중화장실),37.498099 ,126.938414 ,1,,
신대방1동주민센터,서울특별시 동작구 신대방길 72 (공중화장실),37.491494 ,126.955291 ,1,,
신대방2동주민센터,서울특별시 동작구 여의대방로24길 76 (공중화장실),37.503067 ,126.977937 ,1,,
동작샘터도서관,서울 동작구 동작대로29길 63-26 (공중화장실),37.504999 ,126.974722 ,1,,
다울작은도서관,서울 동작구 사당로20길 132 (공중화장실),37.513678 ,126.946928 ,1,,
동작어린이도서관,서울특별시 동작구 장승배기로 16길 98 (공중화장실),37.511254 ,126.961626 ,1,,
대방어린이도서관,서울특별시 동작구 대방동길 55 (공중화장실),37.508759 ,126.954244 ,1,,
동작종합사회복지관,서울특별시 동작구 등용로 47 (공중화장실),37.494687 ,126.959431 ,1,,
본동종합사회복지관,서울특별시 동작구 노량진로32길 79 (공중화장실),37.503878 ,126.950211 ,1,,
대방종합사회복지관,서울특별시 동작구 여의대방로44길 47 (공중화장실),37.499238 ,126.960884 ,1,,
동작이수사회복지관,서울특별시 동작구 동작대로35차길 7 (공중화장실),37.499126 ,126.984275 ,1,,
사당종합사회복지관,서울특별시 동작구 사당로14길 20 (공중화장실),37.482634 ,126.968203 ,1,,
상도종합사회복지관,서울특별시 동작구 상도로39가길 7 (공중화장실),37.486526 ,126.910140 ,1,,
참새공원 공중화장실,서울 동작구 여의대방로24길 29 (공중화장실),37.512231 ,126.925770 ,1,,
사자암 공중화장실,서울 동작구 상도동 280 (공중화장실),37.513195 ,126.941196 ,1,,
국사봉 공중화장실,서울 동작구 상도동 산65-49 (공중화장실),37.487084 ,126.905639 ,1,,
상도근린공원 공중화장실,서울 동작구 상도동 산57-64 (공중화장실),37.508100 ,126.965239 ,1,,
주차공원 공중화장실,서울 동작구 현충로 220 (공중화장실),37.484935 ,126.969896 ,1,,
현충원 공중화장실,서울 동작구 동작동 산45-1 (공중화장실),37.494936 ,126.961446 ,1,,
사육신 공중화장실,서울 동작구 노량진동 153-18 (공중화장실),37.512969 ,126.937003 ,1,,
효사정 공중화장실,서울 동작구 흑석동 172-2 (공중화장실),37.488703 ,126.981970 ,1,,
본동 공중화장실,서울 동작구 본동 126-449 (공중화장실),37.488064 ,126.979151 ,1,,
절고개 공중화장실,서울 동작구 상도동 508 (공중화장실),37.505736 ,126.922881 ,1,,
상도1동 공중화장실,서울 동작구 상도로41가길 19 (공중화장실),37.501853 ,126.934909 ,1,,
달마사 공중화장실,서울 동작구 흑석동 산60-8 (공중화장실),37.499364 ,126.928763 ,1,,
이수교 공중화장실,서울 동작구 동작동 86-6 (공중화장실),37.513433 ,126.943538 ,1,,
사당5동 공중화장실,서울 동작구 사당동 712-5 (공중화장실),37.502863 ,126.935182 ,1,,
도림천 공중화장실,서울 동작구 신대방동 702-8 (공중화장실),37.498361 ,126.951389 ,1,,
CJ푸드빌빕스대방점,서울 동작구 노량진로 2 (개방화장실),37.479618 ,126.981357 ,1,,
